processed_at,business_name,city,category,website,domain,best_email,all_emails,email_source_url,pages_checked,source_url,google_maps_url,place_id
2026-06-18T21:38:22Z,theroomslara.com,,,https://theroomslara.com,theroomslara.com,theroomslara@gmail.com,theroomslara@gmail.com,https://www.theroomslara.com/rezervasyon/,5,,,
2026-06-18T21:38:31Z,hotelantroyal.com,,,https://hotelantroyal.com,hotelantroyal.com,info@hotelantroyal.com,info@hotelantroyal.com,https://hotelantroyal.com/kvkk.html,2,,,
2026-06-18T21:38:37Z,verasuites.net,,,https://verasuites.net,verasuites.net,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com;8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com,https://www.verasuites.net/,1,,,
2026-06-18T21:38:43Z,suitelaguna.com,,,https://suitelaguna.com,suitelaguna.com,info@suitelaguna.com,info@suitelaguna.com,https://suitelaguna.com/,2,,,
2026-06-18T21:38:53Z,royaltyezel.com,,,https://royaltyezel.com,royaltyezel.com,info@royaltyezel.com,royalezelhotel@gmail.com;info@royaltyezel.com,https://www.royaltyezel.com/,4,,,
2026-06-18T21:39:18Z,olihotel.com.tr,,,https://olihotel.com.tr,olihotel.com.tr,info@olihotel.com.tr,info@olihotel.com.tr,https://theolihotel.com/,6,,,
2026-06-18T21:39:45Z,pearlyhotel.com,,,https://pearlyhotel.com,pearlyhotel.com,info@pearlyhotel.com,info@pearlyhotel.com,https://www.pearlyhotel.com/tr,8,,,
2026-06-18T21:39:58Z,primeotel.com,,,https://primeotel.com,primeotel.com,info@primeotel.com,info@primeotel.com,https://primeotel.com/,6,,,
2026-06-18T21:40:08Z,grandkayalar.com,,,https://grandkayalar.com,grandkayalar.com,info@grandkayalar.com,info@grandkayalar.com,https://grandkayalar.com/,7,,,
2026-06-18T21:40:16Z,bulvarhotelantalya.com,,,https://bulvarhotelantalya.com,bulvarhotelantalya.com,info@bulvarhotelantalya.com,info@bulvarhotelantalya.com,https://bulvarhotelantalya.com/,2,,,
2026-06-18T21:40:23Z,swhite.rezervasyonal.com,,,https://swhite.rezervasyonal.com,swhite.rezervasyonal.com,swhitehotel2024@gmail.com,swhitehotel2024@gmail.com,https://swhite.rezervasyonal.com/,1,,,
2026-06-18T21:40:29Z,toprakotelantalya.com,,,https://toprakotelantalya.com,toprakotelantalya.com,info@toprakotelantalya.com,info@toprakotelantalya.com,https://toprakotelantalya.com/,5,,,
2026-06-18T21:40:38Z,erdemhotel.com,,,https://erdemhotel.com,erdemhotel.com,info@erdemhotel.com,info@erdemhotel.com,https://erdemhotel.com/,3,,,
