processed_at,status,business_name,city,category,website,domain,best_email,all_emails,email_source_url,pages_checked,checked_urls,reason,source_url,google_maps_url,place_id
2026-07-26T06:29:52Z,found,merketour.com,,,https://merketour.com,merketour.com,info@merketour.com,info@merketour.com,https://www.merketour.com/,6,https://www.merketour.com/ | https://www.merketour.com//iletisim | https://www.merketour.com/contact | https://www.merketour.com/contact-us | https://www.merketour.com/contacts | https://www.merketour.com/iletisim,source_visible_email_found,,,
2026-07-26T06:29:57Z,found,ancetour.com,,,https://ancetour.com,ancetour.com,info@ancetour.com,info@ancetour.com;ornek@mail.com,https://ancetour.com/iletisim/,6,https://ancetour.com/ | https://ancetour.com/hakkimizda/ | https://ancetour.com/hizmetlerimiz/otel-ve-tur-rezervasyonlari/ | https://ancetour.com/iletisim/ | https://ancetour.com/hizmetlerimiz/gemi-cruise-turlari/ | https://ancetour.com/en/contact/,source_visible_email_found,,,
2026-07-26T06:30:03Z,found,aquamice.com,,,https://aquamice.com,aquamice.com,info@aquamice.com,info@aquamice.com,https://aquamice.com/,3,https://aquamice.com/ | https://www.aquamice.com/about-us | https://www.aquamice.com/index.php,source_visible_email_found,,,
2026-07-26T06:30:11Z,found,baymice.com,,,https://baymice.com,baymice.com,info@baymice.com,info@baymice.com,https://baymice.com/,1,https://baymice.com/,source_visible_email_found,,,
2026-07-26T06:30:16Z,failed,fmtmice.com,,,https://fmtmice.com,fmtmice.com,,,,0,,homepage_fetch_failed,,,
2026-07-26T06:30:19Z,found,groupmice.com,,,https://groupmice.com,groupmice.com,info@groupmice.com,info@groupmice.com;ozgur@groupmice.com;zeynep@groupmice.com;operasyon@groupmice.com;rezervasyon@groupmice.com;muhasebe@groupmice.com;cenk@tuzlatasarim.com.tr;nima@groupmice.com,https://groupmice.com/,6,https://groupmice.com/ | https://groupmice.com/Hakkimizda | https://groupmice.com/Iletisim | https://groupmice.com/contact | https://groupmice.com/contact-us | https://groupmice.com/contacts,source_visible_email_found,,,
2026-07-26T06:30:23Z,failed,holiday-destination-services.com,,,https://holiday-destination-services.com,holiday-destination-services.com,,,,0,,homepage_fetch_failed,,,
2026-07-26T06:30:24Z,found,meetingextra.com,,,https://meetingextra.com,meetingextra.com,info@meetingextra.com,nurcan.goktepe@meetingextra.com;info@meetingextra.com,https://www.meetingextra.com/,1,https://www.meetingextra.com/,source_visible_email_found,,,
2026-07-26T06:30:32Z,failed,meeting-point.com,,,https://meeting-point.com,meeting-point.com,,,,0,,homepage_fetch_failed,,,
2026-07-26T06:30:56Z,found,melinotravel.com,,,https://melinotravel.com,melinotravel.com,sales@melinotravel.com,sales@melinotravel.com,https://melinotravel.ru/,1,https://melinotravel.ru/,source_visible_email_found,,,
2026-07-26T06:31:08Z,found,nextholidayservices.com,,,https://nextholidayservices.com,nextholidayservices.com,info@nextholidayservices.com,info@nextholidayservices.com,https://www.nextholidayservices.com/tr/iletisim,3,https://www.nextholidayservices.com/ | https://www.nextholidayservices.com/tr/hakkimizda | https://www.nextholidayservices.com/tr/iletisim,source_visible_email_found,,,
