processed_at,business_name,city,category,website,domain,best_email,all_emails,email_source_url,pages_checked,source_url,google_maps_url,place_id
2026-07-26T06:29:52Z,merketour.com,,,https://merketour.com,merketour.com,info@merketour.com,info@merketour.com,https://www.merketour.com/,6,,,
2026-07-26T06:29:57Z,ancetour.com,,,https://ancetour.com,ancetour.com,info@ancetour.com,info@ancetour.com;ornek@mail.com,https://ancetour.com/iletisim/,6,,,
2026-07-26T06:30:03Z,aquamice.com,,,https://aquamice.com,aquamice.com,info@aquamice.com,info@aquamice.com,https://aquamice.com/,3,,,
2026-07-26T06:30:11Z,baymice.com,,,https://baymice.com,baymice.com,info@baymice.com,info@baymice.com,https://baymice.com/,1,,,
2026-07-26T06:30:19Z,groupmice.com,,,https://groupmice.com,groupmice.com,info@groupmice.com,info@groupmice.com;ozgur@groupmice.com;zeynep@groupmice.com;operasyon@groupmice.com;rezervasyon@groupmice.com;muhasebe@groupmice.com;cenk@tuzlatasarim.com.tr;nima@groupmice.com,https://groupmice.com/,6,,,
2026-07-26T06:30:24Z,meetingextra.com,,,https://meetingextra.com,meetingextra.com,info@meetingextra.com,nurcan.goktepe@meetingextra.com;info@meetingextra.com,https://www.meetingextra.com/,1,,,
2026-07-26T06:30:56Z,melinotravel.com,,,https://melinotravel.com,melinotravel.com,sales@melinotravel.com,sales@melinotravel.com,https://melinotravel.ru/,1,,,
2026-07-26T06:31:08Z,nextholidayservices.com,,,https://nextholidayservices.com,nextholidayservices.com,info@nextholidayservices.com,info@nextholidayservices.com,https://www.nextholidayservices.com/tr/iletisim,3,,,
2026-07-26T06:31:20Z,planbmice.com.tr,,,https://planbmice.com.tr,planbmice.com.tr,info@planbmice.com.tr,info@planbmice.com.tr,http://www.planbmice.com.tr/iletisim-formu/,3,,,
2026-07-26T06:32:18Z,bluedaystravel.com,,,https://bluedaystravel.com,bluedaystravel.com,info@bluedaystravel.com,info@bluedaystravel.com,https://www.bluedaystravel.com/,1,,,
2026-07-26T06:32:27Z,aquasun.com.tr,,,https://aquasun.com.tr,aquasun.com.tr,info@aquasun.com.tr,info@aquasun.com.tr,https://www.aquasun.com.tr/,1,,,
2026-07-26T06:32:37Z,express-airtravel.com,,,https://express-airtravel.com,express-airtravel.com,info@expressairtravel.net,info@expressairtravel.net;isminiz@firmaismi.com,https://www.express-airtravel.com/tr/,6,,,
2026-07-26T06:32:47Z,mithratravel.com,,,https://mithratravel.com,mithratravel.com,mithra@superonline.com,mithra@superonline.com;bvos12@superonline.com;meryemks@gmail.com,https://mithratravel.com/,6,,,
2026-07-26T06:32:56Z,antalya.gov.tr,,,https://antalya.gov.tr,antalya.gov.tr,antalya@icisleri.gov.tr,antalya@icisleri.gov.tr,https://antalya.gov.tr/iletisim,3,,,
2026-07-26T06:33:06Z,ehnturizm.com.tr,,,https://ehnturizm.com.tr,ehnturizm.com.tr,info@ehnturizm.com.tr,info@ehnturizm.com.tr,https://ehnturizm.com.tr/,4,,,
2026-07-26T06:33:16Z,akdenizgezifirsatlari.com,,,https://akdenizgezifirsatlari.com,akdenizgezifirsatlari.com,info@akdenizgezifirsatlari.com,info@akdenizgezifirsatlari.com.tr;info@akdenizgezifirsatlari.com,https://akdenizgezifirsatlari.com/kvkk,6,,,
2026-07-26T06:33:20Z,htsheltontravel.com,,,https://htsheltontravel.com,htsheltontravel.com,info@htsheltontravel.com,info@htsheltontravel.com,https://htsheltontravel.com/,5,,,
2026-07-26T06:33:25Z,pamukkale.com.tr,,,https://pamukkale.com.tr,pamukkale.com.tr,info@pamukkale.com.tr,info@pamukkale.com.tr;apamukkale@hs01.kep.tr;satisortakligi@pamukkale.com.tr,https://www.pamukkale.com.tr/,4,,,
2026-07-26T06:33:30Z,saklikent.com.tr,,,https://saklikent.com.tr,saklikent.com.tr,info@saklikent.com.tr,info@saklikent.com.tr,https://www.saklikent.com.tr/,3,,,
2026-07-26T06:33:41Z,turkertasimacilik.com,,,https://turkertasimacilik.com,turkertasimacilik.com,info@turkertasimacilik.com,turkertasimacilik@hotmail.com;info@turkertasimacilik.com,https://turkertasimacilik.com/,3,,,
2026-07-26T06:33:46Z,antalyabeautiful.com,,,https://antalyabeautiful.com,antalyabeautiful.com,ibrahimkatlav@gmail.com,ibrahimkatlav@gmail.com,https://antalyabeautiful.com/antalya-teias-misafirhane/,2,,,
2026-07-26T06:33:50Z,antalyatourbox.com,,,https://antalyatourbox.com,antalyatourbox.com,info@antalyatourbox.com,info@antalyatourbox.com,https://antalyatourbox.com/tr,2,,,
2026-07-26T06:33:57Z,hurkantour.com,,,https://hurkantour.com,hurkantour.com,info@hurkantour.com,info@hurkantour.com,https://hurkantour.com/,6,,,
2026-07-26T06:34:05Z,adokamp.com,,,https://adokamp.com,adokamp.com,saygin07@hotmail.com,saygin07@hotmail.com,https://adokamp.com/,3,,,
2026-07-26T06:34:10Z,ahlanantalya.com,,,https://ahlanantalya.com,ahlanantalya.com,info@ahlanantalya.com,info@ahlanantalya.com,https://ahlanantalya.com/,4,,,
2026-07-26T06:34:16Z,airlinel.com,,,https://airlinel.com,airlinel.com,booking@airlinel.com,info@airlinel.com;booking@airlinel.com,https://airlinel.com/,6,,,
2026-07-26T06:34:22Z,airportantalyatransfers.com,,,https://airportantalyatransfers.com,airportantalyatransfers.com,info@airportantalyatransfers.com,info@airportantalyatransfers.com,https://airportantalyatransfers.com/EN/contact-phone-safety-comfortable-transfer-tour,6,,,
2026-07-26T06:34:24Z,amatistour.com,,,https://amatistour.com,amatistour.com,info@amatistour.com,info@amatistour.com,https://amatistour.com/,6,,,
2026-07-26T06:34:28Z,antalyaflytransfer.com,,,https://antalyaflytransfer.com,antalyaflytransfer.com,info@antalyaflytransfer.com,info@antalyaflytransfer.com,https://www.antalyaflytransfer.com/,6,,,
2026-07-26T06:34:32Z,antalyameraki.com.tr,,,https://antalyameraki.com.tr,antalyameraki.com.tr,beserkavaz@gmail.com,beserkavaz@gmail.com,https://antalyameraki.com.tr/,1,,,
