run_date,lead_id,hotel_name,city,hotel_type_or_segment,website,instagram,phone,verified_email,email_source_url,website_source_url,instagram_source_url,phone_source_url,decision_maker_name,decision_maker_source_url,confidence_score,short_note,reason_for_fit,validation_notes
2026-06-14,a-la-sofia-hotel-alasofiahotel-com-a4a35bd5a7,A'la Sofia Hotel,,hotel,https://www.alasofiahotel.com/tr,,+902125189505,info@alasofiahotel.com,https://www.alasofiahotel.com/tr,https://www.alasofiahotel.com/tr,,https://www.alasofiahotel.com/tr,,,100,Verified hotel page with source-valid email and phone. Checked 4 page(s).,Hotel/accommodation keywords verified.,"Email extracted from official/relevant page HTML/text.; Checked URLs: https://www.alasofiahotel.com/tr, https://www.alasofiahotel.com/tr/about, https://www.alasofiahotel.com/tr/contact, https://www.alasofiahotel.com/tr/kvkk; No inferred email used."
2026-06-14,acra-hotel-acrahotel-com-e65a2662f0,Acra Hotel,,hotel,https://acrahotel.com/,,+902124589410,acra@acrahotel.com,https://acrahotel.com/,https://acrahotel.com/,,https://acrahotel.com/,,,100,Verified hotel page with source-valid email and phone. Checked 3 page(s).,Hotel/accommodation keywords verified.,"Email decoded from Cloudflare email-protection on official hotel page.; Checked URLs: https://acrahotel.com/, https://acrahotel.com/about-us, https://acrahotel.com/contact; No inferred email used."
2026-06-14,adamar-hotel-sultanahmet-istanbul-adamarhotel-com-c8f513220e,Adamar Hotel Sultanahmet Istanbul,,hotel,https://adamarhotel.com/,,+902125111937,info@adamarhotel.com,https://adamarhotel.com/,https://adamarhotel.com/,,https://adamarhotel.com/contact/,,,100,Verified hotel page with source-valid email and phone. Checked 4 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant page.; Checked URLs: https://adamarhotel.com/, https://adamarhotel.com/about-us/, https://adamarhotel.com/contact/, https://adamarhotel.com/contact/; No inferred email used."
2026-06-14,agora-life-hotel-agoralifehotel-com-8a9819ddf1,Agora Life Hotel,,hotel,https://www.agoralifehotel.com/,@agoralifehotel,+902125261181,info@agoralifehotel.com,https://www.agoralifehotel.com/,https://www.agoralifehotel.com/,https://www.agoralifehotel.com/,https://www.agoralifehotel.com/,,,100,Verified hotel page with source-valid email and phone. Checked 3 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant page.; Checked URLs: https://www.agoralifehotel.com/, https://www.agoralifehotel.com/contact-us.php, https://www.agoralifehotel.com/kvkk.php; No inferred email used."
2026-06-14,akb-y-k-suite-boutique-hotel-akbiyiksuite-com-782f4ca344,Akbıyık Suite Boutique Hotel,,hotel,http://www.akbiyiksuite.com/,,+902125171316,info@akbiyiksuite.com,http://www.akbiyiksuite.com/about-us.html,http://www.akbiyiksuite.com/,,http://www.akbiyiksuite.com/,,,100,Verified hotel page with source-valid email and phone. Checked 3 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant page.; Checked URLs: http://www.akbiyiksuite.com/, http://www.akbiyiksuite.com/about-us.html, http://www.akbiyiksuite.com/contact-us.html; No inferred email used."
2026-06-14,alhambra-residence-alhambraaparthotel-com-0bac6ad5a1,Alhambra Residence,,hotel,https://www.alhambraaparthotel.com/,@alhambraapart_hotel,+902126382721,info@alhambraaparthotel.com,https://www.alhambraaparthotel.com/,https://www.alhambraaparthotel.com/,https://www.alhambraaparthotel.com/,https://www.alhambraaparthotel.com/,,,100,Verified hotel page with source-valid email and phone. Checked 4 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant page.; Checked URLs: https://www.alhambraaparthotel.com/, https://www.alhambraaparthotel.com/about-us/, https://www.alhambraaparthotel.com/contact/, https://www.alhambraaparthotel.com/1-2/; No inferred email used."
2026-06-14,all-seasons-hotel-hotelallseasons-com-3957781d25,All Seasons Hotel,,hotel,https://www.hotelallseasons.com/tr,@allseasonsist,+902126358383,reservation@hotelallseasons.com,https://www.hotelallseasons.com/tr/about,https://www.hotelallseasons.com/tr,https://www.hotelallseasons.com/tr,https://www.hotelallseasons.com/tr,,,100,Verified hotel page with source-valid email and phone. Checked 4 page(s).,Hotel/accommodation keywords verified.,"Email decoded from Cloudflare email-protection on official hotel page.; Checked URLs: https://www.hotelallseasons.com/tr, https://www.hotelallseasons.com/tr/about, https://www.hotelallseasons.com/tr/contact, https://www.hotelallseasons.com/tr/kvkk; No inferred email used."
2026-06-14,all-seasons-suites-allseasonssuites-com-c9e0f935b2,All Seasons Suites,,hotel,https://www.allseasonssuites.com/tr,@allseasonssuite,+902125235050,info@allseasonssuites.com,https://www.allseasonssuites.com/tr/about,https://www.allseasonssuites.com/tr,https://www.allseasonssuites.com/tr,https://www.allseasonssuites.com/tr,,,100,Verified hotel page with source-valid email and phone. Checked 4 page(s).,Hotel/accommodation keywords verified.,"Email decoded from Cloudflare email-protection on official hotel page.; Checked URLs: https://www.allseasonssuites.com/tr, https://www.allseasonssuites.com/tr/about, https://www.allseasonssuites.com/tr/contact, https://www.allseasonssuites.com/tr/kvkk; No inferred email used."
2026-06-14,almina-inn-hotel-alminainnhotel-com-12e2cb4f5e,Almina inn Hotel,,hotel,https://alminainnhotel.com/,@almina.inn_hotel,+902125187102,info@alminainnhotel.com,https://alminainnhotel.com/,https://alminainnhotel.com/,https://alminainnhotel.com/,https://alminainnhotel.com/,,,100,Verified hotel page with source-valid email and phone. Checked 7 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant page.; Checked URLs: https://alminainnhotel.com/, https://alminainnhotel.com/kvkk/, https://alminainnhotel.com/booking/ekonomik-oda/, https://alminainnhotel.com/booking/standart-cift-kisilik-oda/, https://alminainnhotel.com/booking/baglantili-aile-odasi/; No inferred email used."
2026-06-14,alpek-hotel-alpekhotel-com-15fbfd0bcd,Alpek Hotel,,hotel,https://alpekhotel.com/,@alpek_hotel,+902125144582,info@alpekhotel.com,https://alpekhotel.com/,https://alpekhotel.com/,https://alpekhotel.com/,https://alpekhotel.com/,,,100,Verified hotel page with source-valid email and phone. Checked 3 page(s).,Hotel/accommodation keywords verified.,"Email decoded from Cloudflare email-protection on official hotel page.; Checked URLs: https://alpekhotel.com/, https://alpekhotel.com/about, https://alpekhotel.com/contact; No inferred email used."
2026-06-14,anadolu-hotel-anadoluhotel-com-ca218f2ca9,Anadolu Hotel,,hotel,http://www.anadoluhotel.com/,@anadoluhotel,+902125121035,info@anadoluhotel.com,http://www.anadoluhotel.com/,http://www.anadoluhotel.com/,http://www.anadoluhotel.com/,http://www.anadoluhotel.com/,,,100,Verified hotel page with source-valid email and phone. Checked 3 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant page.; Checked URLs: http://www.anadoluhotel.com/, http://www.anadoluhotel.com/pages/about, http://www.anadoluhotel.com/pages/contact; No inferred email used."
2026-06-14,antea-hotel-oldcity-anteahotel-com-ad2d343622,Antea Hotel Oldcity,,hotel,http://www.anteahotel.com/,@anteahotel,+902126381121,info@anteahotel.com,http://www.anteahotel.com/contactus.html,http://www.anteahotel.com/,http://www.anteahotel.com/,http://www.anteahotel.com/contactus.html,,,100,Verified hotel page with source-valid email and phone. Checked 3 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant page.; Checked URLs: http://www.anteahotel.com/, http://www.anteahotel.com/reservation.html, http://www.anteahotel.com/contactus.html; No inferred email used."
2026-06-14,antea-palace-hotel-spa-hotelanteapalace-com-20e3a3e929,Antea Palace Hotel & Spa,,hotel,http://hotelanteapalace.com/,,+902124583636,info@hotelanteapalace.com,http://hotelanteapalace.com/,http://hotelanteapalace.com/,,http://hotelanteapalace.com/,,,100,Verified hotel page with source-valid email and phone. Checked 2 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant page.; Checked URLs: http://hotelanteapalace.com/, http://hotelanteapalace.com/contact.html; No inferred email used."
2026-06-14,anthemis-hotel-anthemishotel-com-174f6076ef,Anthemis Hotel,,hotel,https://anthemishotel.com/,,+902125110370,info@anthemishotel.com,https://anthemishotel.com/,https://anthemishotel.com/,,https://anthemishotel.com/,,,100,Verified hotel page with source-valid email and phone. Checked 3 page(s).,Hotel/accommodation keywords verified.,"Email decoded from Cloudflare email-protection on official hotel page.; Checked URLs: https://anthemishotel.com/, https://anthemishotel.com/about.html, https://anthemishotel.com/contact.html; No inferred email used."
2026-06-14,antik-hotel-istanbul-antikhotel-com-de6c85102d,Antik Hotel Istanbul,,hotel,https://www.antikhotel.com/,@antikhotelistanbul,+902126385858,info@antikhotel.com,https://www.antikhotel.com/,https://www.antikhotel.com/,https://www.antikhotel.com/,https://www.antikhotel.com/,,,100,Verified hotel page with source-valid email and phone. Checked 3 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant page.; Checked URLs: https://www.antikhotel.com/, https://www.antikhotel.com/contact, https://www.antikhotel.com/booking; No inferred email used."
2026-06-14,antis-hotel-antishotel-com-5bcb393c32,Antis Hotel,,hotel,http://www.antishotel.com/contact.html,,+902125182021,info@antishotel.com,http://www.antishotel.com/contact.html,http://www.antishotel.com/contact.html,,http://www.antishotel.com/contact.html,,,100,Verified hotel page with source-valid email and phone. Checked 2 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant page.; Checked URLs: http://www.antishotel.com/contact.html, http://www.antishotel.com/online_reservation.html; No inferred email used."
2026-06-14,antusa-design-hotel-spa-antusadesignhotel-com-8867654c3c,Antusa Design Hotel & Spa,,hotel,https://www.antusadesignhotel.com/,,+902125146341,info@antusadesignhotel.com,https://www.antusadesignhotel.com/,https://www.antusadesignhotel.com/,,https://www.antusadesignhotel.com/,,,100,Verified hotel page with source-valid email and phone. Checked 3 page(s).,Hotel/accommodation keywords verified.,"Email decoded from Cloudflare email-protection on official hotel page.; Checked URLs: https://www.antusadesignhotel.com/, https://www.antusadesignhotel.com/pages/about-us, https://www.antusadesignhotel.com/pages/contact; No inferred email used."
2026-06-14,antusa-palace-hotel-antusapalacehotel-com-520fc57794,Antusa Palace Hotel,,hotel,https://www.antusapalacehotel.com/,,+902125110771,info@antusapalacehotel.com,https://www.antusapalacehotel.com/,https://www.antusapalacehotel.com/,,https://www.antusapalacehotel.com/,,,100,Verified hotel page with source-valid email and phone. Checked 3 page(s).,Hotel/accommodation keywords verified.,"Email decoded from Cloudflare email-protection on official hotel page.; Checked URLs: https://www.antusapalacehotel.com/, https://www.antusapalacehotel.com/pages/about-us, https://www.antusapalacehotel.com/pages/contact; No inferred email used."
2026-06-14,arife-sultan-hotel-arifesultanhotel-com-7ba63a1914,Arife Sultan Hotel,,hotel,https://arifesultanhotel.com/,,+902125140373,info@arifesultanhotel.com,https://arifesultanhotel.com/,https://arifesultanhotel.com/,,https://arifesultanhotel.com/,,,100,Verified hotel page with source-valid email and phone. Checked 1 page(s).,Hotel/accommodation keywords verified.,Email extracted from mailto link on official/relevant page.; Checked URLs: https://arifesultanhotel.com/; No inferred email used.
2026-06-14,aristocrat-hotel-sultanahmet-aristocrathotel-com-33625acb78,Aristocrat Hotel Sultanahmet,,hotel,https://aristocrathotel.com/,@aristocratotel,+901843133517,info@aristocrathotel.com,https://aristocrathotel.com/,https://aristocrathotel.com/,https://aristocrathotel.com/,https://aristocrathotel.com/,,,100,Verified hotel page with source-valid email and phone. Checked 3 page(s).,Hotel/accommodation keywords verified.,"Email decoded from Cloudflare email-protection on official hotel page.; Checked URLs: https://aristocrathotel.com/, https://aristocrathotel.com/about/, https://aristocrathotel.com/contact-sultanahmet-hotels/; No inferred email used."
2026-06-14,arven-hotel-arvenhotel-com-8915073eda,Arven Hotel,,hotel,http://www.arvenhotel.com/,,+902124580910,info@arvenhotel.com,http://www.arvenhotel.com/,http://www.arvenhotel.com/,,http://www.arvenhotel.com/,,,100,Verified hotel page with source-valid email and phone. Checked 3 page(s).,Hotel/accommodation keywords verified.,"Email extracted from official/relevant page HTML/text.; Checked URLs: http://www.arvenhotel.com/, http://www.arvenhotel.com/sayfa/about-us, http://www.arvenhotel.com/iletisim; No inferred email used."
2026-06-14,asko-hotel-askochotel-com-0393ce8e4b,Askoç Hotel,,hotel,https://askochotel.com,,+902125118089,info@askochotel.com,https://askochotel.com,https://askochotel.com,,https://askochotel.com,,,100,Verified hotel page with source-valid email and phone. Checked 5 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant page.; Checked URLs: https://askochotel.com, https://askochotel.com/en/about/, https://askochotel.com/en/contact/, https://askochotel.com/en/about, https://askochotel.com/en/contact; No inferred email used."
2026-06-14,asur-hotelasur-com-c91f47013e,Asur,,hotel,https://hotelasur.com/,@asurhotel,+905072462397,info@hotelasur.com,https://hotelasur.com/,https://hotelasur.com/,https://hotelasur.com/,https://hotelasur.com/,,,100,Verified hotel page with source-valid email and phone. Checked 3 page(s).,Hotel/accommodation keywords verified.,"Email decoded from Cloudflare email-protection on official hotel page.; Checked URLs: https://hotelasur.com/, https://hotelasur.com/kurumsal.php, https://hotelasur.com/iletisim.php; No inferred email used."
2026-06-14,avicenna-hotel-avicennahotel-com-afb1512e83,Avicenna Hotel,,hotel,http://www.avicennahotel.com/,@avicennahotel,+905055267434,info@avicennahotel.com,http://www.avicennahotel.com/,http://www.avicennahotel.com/,http://www.avicennahotel.com/,http://www.avicennahotel.com/,,,100,Verified hotel page with source-valid email and phone. Checked 3 page(s).,Hotel/accommodation keywords verified.,"Email decoded from Cloudflare email-protection on official hotel page.; Checked URLs: http://www.avicennahotel.com/, http://www.avicennahotel.com/pages/about-us, http://www.avicennahotel.com/pages/contact; No inferred email used."
2026-06-14,avrasya-port-hotel-avrasyaport-com-b14cf65369,Avrasya Port Hotel,,hotel,https://www.avrasyaport.com/,@avrasyaportotel,+902125862636,info@avrasyaport.com,https://www.avrasyaport.com/,https://www.avrasyaport.com/,https://www.avrasyaport.com/,https://www.avrasyaport.com/,,,100,Verified hotel page with source-valid email and phone. Checked 3 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant page.; Checked URLs: https://www.avrasyaport.com/, https://www.avrasyaport.com/iletisim.aspx, https://www.avrasyaport.com/hakkimizda-1; No inferred email used."
2026-06-14,ayasultan-hotel-istanbul-ayasultanhotel-com-e87b41d4b6,Ayasultan Hotel Istanbul,,hotel,https://www.ayasultanhotel.com/tr,@ayasultanhotel,+902125192222,info@ayasultanhotel.com,https://www.ayasultanhotel.com/tr/about,https://www.ayasultanhotel.com/tr,https://www.ayasultanhotel.com/tr,https://www.ayasultanhotel.com/tr,,,100,Verified hotel page with source-valid email and phone. Checked 4 page(s).,Hotel/accommodation keywords verified.,"Email decoded from Cloudflare email-protection on official hotel page.; Checked URLs: https://www.ayasultanhotel.com/tr, https://www.ayasultanhotel.com/tr/about, https://www.ayasultanhotel.com/tr/contact, https://www.ayasultanhotel.com/tr/kvkk; No inferred email used."
2026-06-14,aybar-hotel-hotelaybar-com-36983e8700,Aybar Hotel,,hotel,http://hotelaybar.com/,@aybar_hotel,+902125281161,reservation@hotelaybar.com,http://hotelaybar.com/contact.html,http://hotelaybar.com/,http://hotelaybar.com/,http://hotelaybar.com/,,,100,Verified hotel page with source-valid email and phone. Checked 3 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant page.; Checked URLs: http://hotelaybar.com/, http://hotelaybar.com/reservation.html, http://hotelaybar.com/contact.html; No inferred email used."
2026-06-14,balpetek-hotel-balpetekhotel-com-5bda793aa9,BALPETEK HOTEL,,hotel,https://www.balpetekhotel.com/,@balpetekhotel,+902125208866,info@balpetekhotel.com,https://www.balpetekhotel.com/,https://www.balpetekhotel.com/,https://www.balpetekhotel.com/,https://www.balpetekhotel.com/,,,100,Verified hotel page with source-valid email and phone. Checked 1 page(s).,Hotel/accommodation keywords verified.,Email decoded from Cloudflare email-protection on official hotel page.; Checked URLs: https://www.balpetekhotel.com/; No inferred email used.
2026-06-14,barin-hotel-barinhotel-com-d12bdfac66,Barin Hotel,,hotel,https://www.barinhotel.com/tr,@barinhotel,+902125139100,info@barinhotel.com,https://www.barinhotel.com/tr/about,https://www.barinhotel.com/tr,https://www.barinhotel.com/tr,https://www.barinhotel.com/tr,,,100,Verified hotel page with source-valid email and phone. Checked 4 page(s).,Hotel/accommodation keywords verified.,"Email decoded from Cloudflare email-protection on official hotel page.; Checked URLs: https://www.barinhotel.com/tr, https://www.barinhotel.com/tr/about, https://www.barinhotel.com/tr/contact, https://www.barinhotel.com/tr/kvkk; No inferred email used."
