run_date,lead_id,hotel_name,city,hotel_type_or_segment,website,instagram,phone,verified_email,email_source_url,website_source_url,instagram_source_url,phone_source_url,decision_maker_name,decision_maker_source_url,confidence_score,action_class,best_first_contact_channel,touristnettr_integration_point,short_note,reason_for_fit,validation_notes
2026-06-17,asilzade-hotel-sirkeci-asilzadehotelsirkeci-com-8f21cb5dd5,ASILZADE HOTEL SIRKECI,,hotel,https://asilzadehotelsirkeci.com/,@asilzadehotelsirkeci,+905455282198,info@asilzadehotelsirkeci.com,https://asilzadehotelsirkeci.com/contact/,https://asilzadehotelsirkeci.com/,https://asilzadehotelsirkeci.com/,https://asilzadehotelsirkeci.com/contact/,,,100,A_APPROVED,email,WhatsApp check-in / pre-arrival message,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 3 page(s).,Hotel/accommodation keywords verified.,"Email extracted from official/relevant hotel page HTML/text.; Phone found on source page.; Checked URLs: https://asilzadehotelsirkeci.com/, https://asilzadehotelsirkeci.com/about/, https://asilzadehotelsirkeci.com/contact/; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-17,akgun-hotel-beyazit-akgunotel-com-tr-fac4a82254,Akgun Hotel Beyazit,,hotel,https://www.akgunotel.com.tr/,,+902126382838,akgunlaleli@superonline.com,https://www.akgunotel.com.tr/Iletisim.html,https://www.akgunotel.com.tr/,,https://www.akgunotel.com.tr/,,,100,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 3 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant hotel page.; Phone found on source page.; Checked URLs: https://www.akgunotel.com.tr/, https://www.akgunotel.com.tr/Hakkimizda.html, https://www.akgunotel.com.tr/Iletisim.html; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-17,alpinn-hotel-i-stanbul-alpinnhotel-com-tr-b85427b352,Alpinn Hotel İstanbul,,hotel,https://www.alpinnhotel.com.tr/,,+902125167040,info@alpinnhotel.com.tr,https://www.alpinnhotel.com.tr/,https://www.alpinnhotel.com.tr/,,https://www.alpinnhotel.com.tr/contact-us.html,,,100,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 2 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant hotel page.; Phone found on source page.; Checked URLs: https://www.alpinnhotel.com.tr/, https://www.alpinnhotel.com.tr/contact-us.html; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-17,amara-old-city-hotel-spa-amaraoldcityhotel-com-43657dc0e6,Amara Old City Hotel & Spa,,hotel,https://www.amaraoldcityhotel.com/,,+900212514660,info@amaraoldcityhotel.com,https://www.amaraoldcityhotel.com/,https://www.amaraoldcityhotel.com/,,https://www.amaraoldcityhotel.com/,,,100,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 1 page(s).,Hotel/accommodation keywords verified.,Email extracted from official/relevant hotel page HTML/text.; Phone found on source page.; Checked URLs: https://www.amaraoldcityhotel.com/; Decision maker optional by 2026-06-15 rule change.; No inferred email used.
2026-06-17,amethyst-hotel-spa-i-stanbul-old-city-amethysthotel-com-016497733b,Amethyst Hotel & Spa İstanbul Old City,,hotel,https://www.amethysthotel.com/,@hotelamethyst,+902126386070,info@amethysthotel.com,https://www.amethysthotel.com/,https://www.amethysthotel.com/,https://www.amethysthotel.com/,https://www.amethysthotel.com/,,,100,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 2 page(s).,Hotel/accommodation keywords verified.,"Email extracted from official/relevant hotel page HTML/text.; Phone found on source page.; Checked URLs: https://www.amethysthotel.com/, https://www.amethysthotel.com/contact; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-17,antique-deluxe-hotel-antikhouses-com-6e79e69986,Antique Deluxe Hotel,,hotel,https://www.antikhouses.com/,,,info@qhoteloldcity.com,https://www.antikhouses.com/,https://www.antikhouses.com/,,,,,95,A_APPROVED,email,guest welcome message / room QR,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 1 page(s).,Hotel/accommodation keywords verified.,Email extracted from official/relevant hotel page HTML/text.; Phone optional; not required for daily email-ready lead.; Checked URLs: https://www.antikhouses.com/; Decision maker optional by 2026-06-15 rule change.; No inferred email used.
2026-06-17,atam-suites-apartments-atamsuites-com-3c56da732c,Atam Suites & Apartments,,apart/suite hotel,http://www.atamsuites.com/,,+902125182801,reservation@atamsuites.com,http://www.atamsuites.com/,http://www.atamsuites.com/,,http://www.atamsuites.com/,,,100,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 2 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant hotel page.; Phone found on source page.; Checked URLs: http://www.atamsuites.com/, http://www.atamsuites.com/pages/contact/; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-17,berr-hotel-berrhotel-com-78edf33845,BERR HOTEL,,hotel,https://www.berrhotel.com/,@berrhotel,+902125342070,info@berrhotel.com,https://www.berrhotel.com/kisisel-verilerin-korunmasi-kanunu-hakkinda-bilgilendirme/,https://www.berrhotel.com/,https://www.berrhotel.com/,https://www.berrhotel.com/,,,100,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 6 page(s).,Hotel/accommodation keywords verified.,"Email extracted from official/relevant hotel page HTML/text.; Phone found on source page.; Checked URLs: https://www.berrhotel.com/, https://www.berrhotel.com/kurumsal/, https://www.berrhotel.com/kisisel-verilerin-korunmasi-kanunu-hakkinda-bilgilendirme/, https://www.berrhotel.com/iletisim/, https://www.berrhotel.com/rezervasyon/; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-17,barbera-hotel-istanbul-barberahotel-com-21c1639c53,"Barbera Hotel, Istanbul",,hotel,https://www.barberahotel.com/,@barberahotel,+902125268383,info@barberahotel.com,https://www.barberahotel.com/,https://www.barberahotel.com/,https://www.barberahotel.com/,https://www.barberahotel.com/,,,100,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 2 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant hotel page.; Phone found on source page.; Checked URLs: https://www.barberahotel.com/, https://www.barberahotel.com/contact; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-17,beethoven-premium-hotel-beethovenpremium-com-2ea5bffe49,Beethoven Premium Hotel,,hotel,https://www.beethovenpremium.com/,@beethovenhotels.official,+902125205990,premium@beethovenhotels.com,https://www.beethovenpremium.com/,https://www.beethovenpremium.com/,https://www.beethovenpremium.com/,https://www.beethovenpremium.com/,,,100,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 2 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant hotel page.; Phone found on source page.; Checked URLs: https://www.beethovenpremium.com/, https://www.beethovenpremium.com/iletisim/; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
