run_date,lead_id,hotel_name,city,hotel_type_or_segment,website,instagram,phone,verified_email,email_source_url,website_source_url,instagram_source_url,phone_source_url,decision_maker_name,decision_maker_source_url,confidence_score,action_class,best_first_contact_channel,touristnettr_integration_point,short_note,reason_for_fit,validation_notes
2026-06-16,aksaray-anadolu-university-inn-anadolu-edu-tr-9ba891b877,Aksaray Anadolu University Inn,,hotel,https://www.anadolu.edu.tr/kampuste-yasam/sosyal-ve-kulturel-tesisler/istanbul-aksaray-konukevi,@anadoluuniv,+902125896044,gensek@anadolu.edu.tr,https://www.anadolu.edu.tr/universitemiz/anadolu-hakkinda/iletisim-bilgileri,https://www.anadolu.edu.tr/kampuste-yasam/sosyal-ve-kulturel-tesisler/istanbul-aksaray-konukevi,https://www.anadolu.edu.tr/kampuste-yasam/sosyal-ve-kulturel-tesisler/istanbul-aksaray-konukevi,https://www.anadolu.edu.tr/kampuste-yasam/sosyal-ve-kulturel-tesisler/istanbul-aksaray-konukevi,,,100,A_APPROVED,email,guest welcome message / room QR,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 7 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant hotel page.; Phone found on source page.; Checked URLs: https://www.anadolu.edu.tr/kampuste-yasam/sosyal-ve-kulturel-tesisler/istanbul-aksaray-konukevi, https://aydinlatma.anadolu.edu.tr/portal/?pref=B84A598F-2874-4FDE-8379-426870C3DEA0&dept=1, https://www.anadolu.edu.tr/en/campus-life/social-facilities/aksaray-konukevi-istanbul-aksaray-guesthouse, https://www.anadolu.edu.tr/universitemiz/idari-birimler/kurumsal-iletisim-koordinatorlugu, https://www.anadolu.edu.tr/acikogretim/aof-iletisim; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-16,bern-otel-ostrovok-ru-51220086dc,Bern Otel,,hotel,https://ostrovok.ru/hotel/turkey/istanbul/mid7479120/bern_otel/,,,corp@ostrovok.ru,https://ostrovok.ru/hotel/turkey/istanbul/mid7479120/bern_otel/,https://ostrovok.ru/hotel/turkey/istanbul/mid7479120/bern_otel/,,,,,100,A_APPROVED,email,reservation email / reception QR,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 5 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant hotel page.; Phone optional; not required for daily email-ready lead.; Checked URLs: https://ostrovok.ru/hotel/turkey/istanbul/mid7479120/bern_otel/, https://ostrovok.ru/about/contacts/, https://ostrovok.ru/about/press/, https://ostrovok.ru/about/legal/, https://ostrovok.ru/about/guru/; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-16,diamond-royal-hotel-diamondroyalhotel-com-7cd1b1f955,Diamond Royal Hotel,,hotel,http://diamondroyalhotel.com/,@diamondroyalhotell,,info@diamondroyalhotel.com,http://diamondroyalhotel.com/,http://diamondroyalhotel.com/,http://diamondroyalhotel.com/,,,,100,A_APPROVED,email,reception QR / front-office guest handoff,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 3 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant hotel page.; Phone optional; not required for daily email-ready lead.; Checked URLs: http://diamondroyalhotel.com/, http://diamondroyalhotel.com/pages/about.php, http://diamondroyalhotel.com/pages/contact.php; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-16,eresin-hotel-sultanahmet-eresin-com-tr-8f2f2c8d1c,Eresin Hotel Sultanahmet,,hotel,https://www.eresin.com.tr/eresinsultanahmet,,,info@eresinsultanahmet.com.tr,https://www.eresin.com.tr/eresinsultanahmet,https://www.eresin.com.tr/eresinsultanahmet,,,,,95,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 1 page(s).,Hotel/accommodation keywords verified.,Email extracted from official/relevant hotel page HTML/text.; Phone optional; not required for daily email-ready lead.; Checked URLs: https://www.eresin.com.tr/eresinsultanahmet; Decision maker optional by 2026-06-15 rule change.; No inferred email used.
2026-06-16,eresin-hotels-express-eresin-com-tr-f05372a96a,Eresin Hotels Express,,hotel,https://www.eresin.com.tr/eresinexpress,,,info@eresinexpress.com.tr,https://www.eresin.com.tr/eresinexpress,https://www.eresin.com.tr/eresinexpress,,,,,100,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 2 page(s).,Hotel/accommodation keywords verified.,"Email extracted from official/relevant hotel page HTML/text.; Phone optional; not required for daily email-ready lead.; Checked URLs: https://www.eresin.com.tr/eresinexpress, https://www.eresin.com.tr/eresinexpress/rooms; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-16,eresin-hotels-topkap-eresin-com-tr-ca43fd1260,Eresin Hotels Topkapı,,hotel,https://www.eresin.com.tr/eresintopkapi,,,info@eresintopkapi.com.tr,https://www.eresin.com.tr/eresintopkapi,https://www.eresin.com.tr/eresintopkapi,,,,,100,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 2 page(s).,Hotel/accommodation keywords verified.,"Email extracted from official/relevant hotel page HTML/text.; Phone optional; not required for daily email-ready lead.; Checked URLs: https://www.eresin.com.tr/eresintopkapi, https://www.eresin.com.tr/eresintopkapi/special-offers/direct-booking-benefits; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-16,home-quality-hotel-homequalityhotel-com-5c93c3e1ef,HOME QUALITY HOTEL,,hotel,https://www.homequalityhotel.com/,@home_quality_hotel,,info@homequality.com,https://www.homequalityhotel.com/,https://www.homequalityhotel.com/,https://www.homequalityhotel.com/,,,,95,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 1 page(s).,Hotel/accommodation keywords verified.,Email extracted from mailto link on official/relevant hotel page.; Phone optional; not required for daily email-ready lead.; Checked URLs: https://www.homequalityhotel.com/; Decision maker optional by 2026-06-15 rule change.; No inferred email used.
2026-06-16,hostel-big-apple-ostrovok-ru-6009c6e4f0,Hostel Big Apple,,hotel,https://ostrovok.ru/hotel/turkey/istanbul/mid7378685/big_apple_hostel__hotel/,,,corp@ostrovok.ru,https://ostrovok.ru/hotel/turkey/istanbul/mid7378685/big_apple_hostel__hotel/,https://ostrovok.ru/hotel/turkey/istanbul/mid7378685/big_apple_hostel__hotel/,,,,,100,A_APPROVED,email,reservation email / reception QR,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 5 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant hotel page.; Phone optional; not required for daily email-ready lead.; Checked URLs: https://ostrovok.ru/hotel/turkey/istanbul/mid7378685/big_apple_hostel__hotel/, https://ostrovok.ru/about/contacts/, https://ostrovok.ru/about/press/, https://ostrovok.ru/about/legal/, https://ostrovok.ru/about/guru/; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-16,hotel-perula-hotelperula-com-2b3e615f74,Hotel Perula,,hotel,https://hotelperula.com/,,,info@hotelperula.com,https://hotelperula.com/,https://hotelperula.com/,,,,,100,A_APPROVED,email,reservation email / reception QR,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 1 page(s).,Hotel/accommodation keywords verified.,Email extracted from official/relevant hotel page HTML/text.; Phone optional; not required for daily email-ready lead.; Checked URLs: https://hotelperula.com/; Decision maker optional by 2026-06-15 rule change.; No inferred email used.
2026-06-16,hotel-sultanahmet-palace-sultanahmetpalace-com-caaed558be,Hotel Sultanahmet Palace,,hotel,https://www.sultanahmetpalace.com/,,,info@sultanahmetpalace.com,https://www.sultanahmetpalace.com/,https://www.sultanahmetpalace.com/,,,,,100,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 1 page(s).,Hotel/accommodation keywords verified.,Email extracted from official/relevant hotel page HTML/text.; Phone optional; not required for daily email-ready lead.; Checked URLs: https://www.sultanahmetpalace.com/; Decision maker optional by 2026-06-15 rule change.; No inferred email used.
